id,chain,sapiens_score
0,H,0.8039024005440542
1,H,0.7374676839377194
3,H,0.7953572211365793
4,H,0.8279011302058481
5,H,0.8009362280315074
7,H,0.805411121693733
9,H,0.7474619854123347
10,H,0.8153641981771216
11,H,0.7858385415566922
13,H,0.8297596093814241
20,H,0.829236745777775
26,H,0.8037054306970766
29,H,0.7582348834892566
35,H,0.7668435628723911
38,H,0.7909338864862271
40,H,0.7737115823536772
43,H,0.8116179821148622
45,H,0.7710495135782041
48,H,0.7468841435677814
51,H,0.7513119663111866
53,H,0.7297292444593856
55,H,0.784486975902248
59,H,0.8433256034104323
64,H,0.7412259749807417
66,H,0.8306796093238518
69,H,0.7349352571753047
71,H,0.7704241869352819
76,H,0.8171178703028541
79,H,0.7457924027581729
85,H,0.810323988359111
90,H,0.8266737252706662
91,H,0.7039846102975739
92,H,0.7850782519754483
93,H,0.7660810981846966
94,H,0.8011124870879988
96,H,0.8020981207720662
99,H,0.7648461664871623
109,H,0.7731430047260951
110,H,0.7949135048750685
111,H,0.748156830091713
112,H,0.8048170269125167
117,H,0.7303109752546464
118,H,0.786568345160534
119,H,0.8040780083180588
121,H,0.7441011826830128
122,H,0.8143283265882993
123,H,0.8193924221621793
125,H,0.8344943879426203
128,H,0.7932124530520885
129,H,0.798204307280783
132,H,0.826853793054553
134,H,0.8000295784456276
135,H,0.8364620009853848
137,H,0.8100666915671465
141,H,0.8432954134154689
142,H,0.8128948608712064
143,H,0.7700488725375315
144,H,0.8141694818092347
145,H,0.7994915945839923
146,H,0.8137929326923633
147,H,0.7263486721214246
150,H,0.8115869940101968
152,H,0.7744972741146656
154,H,0.736051120609045
158,H,0.7693043159983622
159,H,0.802073460072279
161,H,0.803720054927429
162,H,0.8184477647993009
167,H,0.7478369950105183
168,H,0.8431131950519221
169,H,0.8154463436144094
170,H,0.7572838337984178
171,H,0.7445862594684329
172,H,0.7836696584043759
176,H,0.783894517273615
177,H,0.7720940121082374
178,H,0.7738548547672551
179,H,0.8238303140275727
180,H,0.7826329615009441
183,H,0.7533469950581936
185,H,0.7719204471429327
187,H,0.7748099580402831
190,H,0.8147050861904228
191,H,0.8322580265684412
193,H,0.7554274333685281
194,H,0.7667574437257524
197,H,0.7662938637658954
198,H,0.743168748198482
199,H,0.7864919861614773
202,H,0.7908797584879009
206,H,0.8310855780237991
210,H,0.7464431003638048
211,H,0.7378169299219735
213,H,0.8100293727356743
216,H,0.8163149042294022
217,H,0.8198275022266384
218,H,0.7703659853631897
223,H,0.7629519514581662
225,H,0.8209951662079051
226,H,0.7810333756035164
227,H,0.6967637030767244
228,H,0.7650994099284931
231,H,0.8185511096600303
232,H,0.7694993137270896
233,H,0.7452359145369243
234,H,0.7998639025315301
235,H,0.7529581072252421
243,H,0.783919786086439
244,H,0.8282403211579522
246,H,0.7693077320812868
247,H,0.818429454950024
249,H,0.7879073888933683
252,H,0.7783604046086903
254,H,0.814739321055822
256,H,0.7911366071291583
258,H,0.8086936147711067
260,H,0.7922589371700517
261,H,0.7594593369535038
262,H,0.8277237716714038
264,H,0.8033485158497619
266,H,0.7300268765741392
267,H,0.8045789095319873
268,H,0.8236517184204212
270,H,0.7519990662603002
271,H,0.6863387016044861
272,H,0.8413388890236438
275,H,0.8280264423838076
276,H,0.7483990986132995
278,H,0.8222541837231466
285,H,0.8032113635239916
288,H,0.8218636407093568
290,H,0.7679290726319351
293,H,0.7300150251747775
294,H,0.801932542752992
295,H,0.8100658867536238
296,H,0.8190300504276011
297,H,0.7538849871414595
304,H,0.8450218180210836
306,H,0.834326146311477
310,H,0.7726956308888985
311,H,0.7558210770657752
312,H,0.8006974402859452
314,H,0.8008897789695766
317,H,0.785340991789209
319,H,0.7717904894978296
321,H,0.8023829548005861
324,H,0.7672426741035586
329,H,0.7996656774666231
330,H,0.8119596985172769
331,H,0.8247278966674847
335,H,0.75653483429077
336,H,0.699046914819628
338,H,0.7798214968508825
342,H,0.7983071516017552
344,H,0.7761623832338955
346,H,0.7924175053062793
349,H,0.7599300658786852
350,H,0.8305555066555111
352,H,0.8348058514357372
353,H,0.7934792023953661
354,H,0.6985173201615301
359,H,0.7101450966759807
360,H,0.8391185220998695
365,H,0.7358628345424669
368,H,0.7616688425016658
369,H,0.841929853228586
370,H,0.7671246722340583
373,H,0.7775790400185109
376,H,0.8364831725004733
380,H,0.8192290653395554
387,H,0.6943549708350101
392,H,0.7448674692058606
398,H,0.8263466273794688
399,H,0.7640766638233477
401,H,0.824715194202502
404,H,0.8393954269208566
406,H,0.7180601193002708
407,H,0.7193978426691431
408,H,0.8031875794462928
410,H,0.6789573473898186
412,H,0.7876758363674439
417,H,0.7924150055216674
420,H,0.8285859912168234
421,H,0.8145822350418678
422,H,0.8050530403259802
424,H,0.7965562653159146
425,H,0.7685900028885865
427,H,0.8025218586564403
428,H,0.7724480905703136
434,H,0.7689265160490628
436,H,0.782158801650827
437,H,0.7351440528974585
438,H,0.843458327865141
439,H,0.7828033231895104
440,H,0.729073408217925
441,H,0.8179789876993445
442,H,0.7812566820628427
444,H,0.8271858292337472
446,H,0.7396771970020423
448,H,0.8341993961201281
450,H,0.8020125569723476
451,H,0.7320291379675548
452,H,0.7415680603326281
453,H,0.8247455565093486
454,H,0.8210539939010157
455,H,0.7358790477446746
457,H,0.8317494068649554
459,H,0.7814632842514234
461,H,0.8192344735407288
462,H,0.7958822230070408
463,H,0.8219332055005932
464,H,0.7989866638485834
466,H,0.7429444721642231
467,H,0.8088681504511359
471,H,0.6875207281917474
477,H,0.8374872294942213
478,H,0.8377748389486406
479,H,0.7690135157347252
482,H,0.7804536522844584
484,H,0.8296352790785022
486,H,0.8106888460768562
487,H,0.8534685615327602
488,H,0.7972411998077757
490,H,0.8035977498506722
492,H,0.8264895743587448
495,H,0.8296539709499141
496,H,0.79995810376325
498,H,0.8102486003798576
502,H,0.8212611674098298
504,H,0.8117650285028645
506,H,0.7578865292101082
507,H,0.8052934302948416
509,H,0.7452907426192898
510,H,0.7939027187118137
512,H,0.7986222480676163
514,H,0.7734874494880148
520,H,0.6422250225373051
521,H,0.7213362957955115
522,H,0.7615544930899972
523,H,0.7191201382196478
524,H,0.76326259758278
525,H,0.8255554518196732
526,H,0.7278875336656726
527,H,0.7887825498704465
532,H,0.7674100779232036
534,H,0.8099019765088867
537,H,0.693274254004725
540,H,0.8113441940867038
541,H,0.811652679356903
544,H,0.8202802837852423
545,H,0.7389957607966386
546,H,0.8120343074236714
547,H,0.8189782550105372
548,H,0.8414827782565866
550,H,0.7491014281778396
551,H,0.8300643206009857
552,H,0.7814418673324475
553,H,0.8232303988895312
554,H,0.812335615982038
555,H,0.815039815614
556,H,0.7980692977025347
557,H,0.7741694672297978
558,H,0.7339143904688006
560,H,0.8145564717706293
561,H,0.7523725917898119
562,H,0.8261679302711316
563,H,0.7372890701436479
568,H,0.7720093990189468
569,H,0.7631746186974047
571,H,0.7966761298921137
572,H,0.8142920683625494
574,H,0.8041996776784232
576,H,0.8180985575372522
577,H,0.7312030145972968
581,H,0.6936311438539118
582,H,0.7129569778335281
584,H,0.7710471407849003
586,H,0.8272104765443752
588,H,0.7306210556603476
590,H,0.8155280724167824
591,H,0.7942544721311084
592,H,0.8158532927937068
595,H,0.7724709831880497
596,H,0.8131911310950412
597,H,0.7419642568800872
598,H,0.8250034534401756
600,H,0.8274106387770525
602,H,0.8111447180681689
604,H,0.8249418059757982
605,H,0.7639654633208093
606,H,0.7737335617081221
608,H,0.8365242373131748
609,H,0.8301215832748354
610,H,0.8305311804619905
612,H,0.7732143938731126
616,H,0.8115346680796292
617,H,0.7357663125598005
619,H,0.7941420644437047
620,H,0.717888349362395
623,H,0.8226758492320576
627,H,0.8172173864801571
628,H,0.7685152957506409
630,H,0.775858884535321
631,H,0.8157086963890053
633,H,0.7453461146012051
635,H,0.7508556792998443
636,H,0.7513169207003548
640,H,0.8143301914857987
642,H,0.788125163185057
644,H,0.7317446461246443
645,H,0.8121648105723714
646,H,0.8193507387859783
647,H,0.803722259800548
648,H,0.8309881780251355
649,H,0.8405413655633347
650,H,0.764836263009817
651,H,0.7717710077737878
654,H,0.7593571944778
655,H,0.782820661041814
656,H,0.748451977013992
658,H,0.8407032040348189
659,H,0.7485618002284022
664,H,0.7765831765471505
665,H,0.8452957059643319
671,H,0.8000479232830305
672,H,0.7738859683370967
673,H,0.8035062151805809
674,H,0.6991055278699393
675,H,0.8080572403601504
678,H,0.8126859123873903
682,H,0.7929562109345494
684,H,0.800834992173711
685,H,0.835502441437846
689,H,0.6448428555081288
692,H,0.7824353444851389
693,H,0.8168283094591634
697,H,0.8134480592371388
700,H,0.8299994729836849
701,H,0.7799862624190393
703,H,0.751819693597711
704,H,0.8265399400455257
713,H,0.7584184446582958
715,H,0.7129295413572065
719,H,0.7876236688927747
720,H,0.7447487688149084
721,H,0.8110728979948054
722,H,0.7098254177169028
723,H,0.8019268748536706
724,H,0.8117618516879591
725,H,0.827079383128202
728,H,0.7785446286444988
730,H,0.7762503895976254
731,H,0.8188144097189334
733,H,0.8184928322905007
734,H,0.7056003319557315
735,H,0.8153171621357055
737,H,0.7699874942638696
738,H,0.6751223945990205
740,H,0.7636395862015585
741,H,0.830971944393372
742,H,0.849196961174973
744,H,0.7809906264951637
746,H,0.8020510199540122
748,H,0.7841029676443366
749,H,0.7552696771095865
752,H,0.8187620702793463
753,H,0.8028948437380562
754,H,0.8299297177431139
756,H,0.7926341096203016
759,H,0.6822312705367803
767,H,0.783894665749022
770,H,0.8064343478220205
771,H,0.6958525073772762
773,H,0.8135588719852198
